date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:29:19	3492/3492	---M-Z	200	added ('OK')	text/css	date:Wed,%2003%20Apr%202024%2007:44:37%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/css/theme.css?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/css/theme8a54.css	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:19	87553/87553	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Nov%202024%2013:27:05%20GMT	https://thiepdientu.com.vn/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-includes/js/jquery/jquery.minf43b.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:19	13577/13577	---M-Z	200	added ('OK')	application/javascript	date:Mon,%2004%20Nov%202024%2013:27:05%20GMT	https://thiepdientu.com.vn/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:19	87533/87533	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Jan%202024%2002:39:40%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/jquery.min.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/jquery.min8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:20	1570/1570	---M--	200	added ('OK')	image/png	etag:%225994e5a1a6c135e708749691b5f73b88%22	https://thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-32x32.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-32x32.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:20	13316/13316	---M--	200	added ('OK')	image/png	etag:%22f6c09ad74336160b5e746e9ec8ee6531%22	https://thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-192x192.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-192x192.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:21	12117/12117	---M--	200	added ('OK')	image/png	etag:%2203b3955d21c4203853b8b054de4f6c84%22	https://thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-180x180.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.s3.ap-southeast-1.amazonaws.com/wp-content/uploads/2024/03/26115441/cropped-logo-favicon-180x180.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:21	22509/22509	---M-Z	200	added ('OK')	text/css	date:Wed,%2017%20Jan%202024%2002:39:39%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/css/style.css	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/css/style.css	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:21	9245/9245	---M--	200	added ('OK')	image/png	date:Sun,%2021%20Jan%202024%2005:20:54%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/logo-doc3.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/logo-doc3.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:22	31188/31188	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jan%202024%2002:39:39%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/bg-top-right.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/bg-top-right.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:22	38912/38912	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jan%202024%2002:39:39%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/bg-bottom-left.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/bg-bottom-left.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:22	4876/4876	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Jan%202024%2002:39:39%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/logo-img.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/gold/img/logo-img.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:22	178367/178367	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:26%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/3F2C891C-BDBD-47BF-88A3-A99E1DC850A6.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/3F2C891C-BDBD-47BF-88A3-A99E1DC850A6.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:22	153508/153508	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:41%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/8547179E-5B84-4F6F-9955-7A089DEB57C0.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/8547179E-5B84-4F6F-9955-7A089DEB57C0.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:23	119031/119031	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:32%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/FF4127FB-2785-458A-8A3D-A3E72742913C.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/FF4127FB-2785-458A-8A3D-A3E72742913C.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:23	196443/196443	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:28%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/2F73AD46-95FD-46BD-AF84-9EB6AAE0D896.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/2F73AD46-95FD-46BD-AF84-9EB6AAE0D896.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:23	131245/131245	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:36%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/3BC49448-8D6D-48D6-8F91-E58B85773511.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/3BC49448-8D6D-48D6-8F91-E58B85773511.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:23	82942/82942	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:06:29%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/9E226C12-7168-4606-B58B-820972D0DC97-e1710468389529.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/9E226C12-7168-4606-B58B-820972D0DC97-e1710468389529.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:24	141164/141164	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:31%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/B7337EB8-E437-496C-A4F5-9BC9FF8F6953.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/B7337EB8-E437-496C-A4F5-9BC9FF8F6953.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:24	167368/167368	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:24%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/6CF32DE4-3EF7-49AC-B042-E4FA3AFE1CFE.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/6CF32DE4-3EF7-49AC-B042-E4FA3AFE1CFE.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:24	205653/205653	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:30%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/D745F3CE-DC05-45C5-88F6-408A69D33377.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/D745F3CE-DC05-45C5-88F6-408A69D33377.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:24	139325/139325	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:34%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/B5B98586-8319-47C4-BC2D-EF47D9B498C1.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/B5B98586-8319-47C4-BC2D-EF47D9B498C1.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:24	107955/107955	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:35%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/D254EE0D-FF98-4172-9A92-24AA2CD781C4.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/D254EE0D-FF98-4172-9A92-24AA2CD781C4.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:25	174750/174750	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:37%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/17A5F6B3-B630-49FF-B992-8EA7C846246E.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/17A5F6B3-B630-49FF-B992-8EA7C846246E.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:25	175659/175659	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:38%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/F4F0DCF3-E834-4949-A95C-72B1AA6769A3.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/F4F0DCF3-E834-4949-A95C-72B1AA6769A3.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:25	158311/158311	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:39%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/D7F30C92-AFB3-4440-9D57-5A662A2D6CCE.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/D7F30C92-AFB3-4440-9D57-5A662A2D6CCE.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:25	114810/114810	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:42%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/B637D0C4-54F9-4898-A748-1A32BDC602E6.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/B637D0C4-54F9-4898-A748-1A32BDC602E6.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:25	114549/114549	---M--	200	added ('OK')	image/jpeg	date:Fri,%2015%20Mar%202024%2002:00:43%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/E3926477-7BF8-4E5B-8B84-99D6E4D78D9C.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/E3926477-7BF8-4E5B-8B84-99D6E4D78D9C.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:26	66861/66861	---M--	200	added ('OK')	image/jpeg	date:Sat,%2013%20Jan%202024%2015:03:39%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/z5062484714460_86b92a8805a1d69892e3ad506673b204-11-e1705158219375.jpg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/z5062484714460_86b92a8805a1d69892e3ad506673b204-11-e1705158219375.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:26	142361/142361	---M-Z	200	added ('OK')	application/javascript	etag:W/%2222c19-Lb7o6RbJf9zqsolGKfoiQM/wVzs%22	https://cdn.jsdelivr.net/npm/@fancyapps/ui@5.0/dist/fancybox/fancybox.umd.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/cdn.jsdelivr.net/npm/@fancyapps/ui@5.0/dist/fancybox/fancybox.umd8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:26	62395/62395	---M--	200	added ('OK')	image/jpeg	etag:%22d3a0d31394e1974aa008c9dc7ce7a14f%22	https://static.vecteezy.com/system/resources/previews/016/407/415/original/paper-cut-sweet-pink-envelope-and-heart-with-copy-space-for-design-valentine-s-day-or-love-day-background-concept-send-a-letter-to-a-lover-couple-free-vector.jpg	E:/DownloadWebsite/ThiepCuoi/static.vecteezy.com/system/resources/previews/016/407/415/original/paper-cut-sweet-pink-envelope-and-heart-with-copy-space-for-design-valentine-s-day-or-love-day-background-concept-send-a-letter-to-a-lover-c	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:26	143381/143381	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Jan%202024%2005:18:13%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/uikit.min.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/uikit.min8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:26	64706/64706	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2031%20Jan%202024%2005:18:11%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/uikit-icons.min.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/uikit-icons.min8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:27	195/195	---M--	200	added ('OK')	application/javascript	date:Thu,%2014%20Mar%202024%2009:14:54%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/preloader.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/preloader8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:27	14239/14239	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2017%20Jan%202024%2002:39:40%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/aos.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/aos8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:27	151700/151700	---M-Z	200	added ('OK')	application/javascript	etag:W/%2225094-ufWB3m+nARYKObHQxt5KtnPwqYA%22	https://cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/cdn.jsdelivr.net/npm/swiper@11/swiper-bundle.min8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:27	66/66	---MC-	302	error ('Found')	text/plain	date:Sat,%2023%20Nov%202024%2004:29:30%20GMT	https://unpkg.com/scrollreveal@4.0.0/dist/scrollreveal.min.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/unpkg.com/scrollreveal@4.0.0/dist/scrollreveal.min.318a54.delayed	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:28	16393/16393	---MCZ	200	added ('OK')	application/javascript	etag:W/%224009-olFGSVMkRiWLiX8td2OR9arAZMQ%22	https://unpkg.com/scrollreveal@4.0.0/dist/scrollreveal.min.js	E:/DownloadWebsite/ThiepCuoi/unpkg.com/scrollreveal@4.0.0/dist/scrollreveal.min.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:28	621/621	---M-Z	200	added ('OK')	application/javascript	date:Fri,%2012%20Apr%202024%2007:58:12%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/js/main-wedding.js?ver=1.0.0	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/js/main-wedding8a54.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:28	3026/3026	---M-Z	200	added ('OK')	application/javascript	date:Wed,%2013%20Nov%202024%2020:15:16%20GMT	https://thiepdientu.com.vn/wp-includes/js/comment-reply.min.js?ver=6.7.1	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-includes/js/comment-reply.min9704.js	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-vang-gold/)
11:29:29	60214/60214	---M--	200	added ('OK')	image/jpeg	date:Fri,%2012%20Jan%202024%2006:16:15%20GMT	https://thiepdientu.com.vn/wp-content/uploads/2024/01/A880B420-A055-415D-8520-D4255085591F-683x1024.jpeg	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/uploads/2024/01/A880B420-A055-415D-8520-D4255085591F-683x1024.jpg	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-co-dien/)
11:29:29	18157/18157	---M-Z	200	added ('OK')	text/css	date:Sat,%2003%20Feb%202024%2012:51:06%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/codien2/css/style.css	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/codien2/css/style.css	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-co-dien/)
11:29:29	8240/8240	---M--	200	added ('OK')	image/png	date:Wed,%2024%20Jan%202024%2014:56:25%20GMT	https://thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/codien2/img-bg/leaf1.png	E:/DownloadWebsite/ThiepCuoi/thiepdientu.com.vn/wp-content/themes/wedding-studio/assets/codien2/img-bg/leaf1.png	(from https://thiepdientu.com.vn/mau-thiep/mau-thiep-co-dien/)
